rt,stimulus,response,type_of_trial,subject,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,all_responses,accuracy,words,clue,board,pragmatics,accessibility,clue_type,question_order
43838,SPRINT,"[""GALLOP"",""EXTEND""]",,32926,connector,56,991036,0.0-3.0-1.22,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""GALLOP"",""ARTISTIC"",""INFERENCE"",""SEQUENCE"",""EXTEND""]",,gallop-foal,sprint,"[""GALLOP"",""MESH"",""IRONY"",""STRAW"",""SEQUENCE"",""EXTEND"",""FOAL"",""FINALLY"",""INFERENCE"",""NUTRITIOUS"",""METICULOUS"",""CHIP"",""OCCURRENCE"",""ARTISTIC"",""LIVING"",""PLACE"",""INTENDED"",""SPARSE"",""RUM"",""LOBOTOMY""]",0.0000912,10,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,57,992046,0.0-3.0-0.23,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
34786,MUSIC,"[""ARTS"",""TRIPLE""]",,32926,connector,58,1026839,0.0-3.0-1.23,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""ARTS"",""TRIPLE""]",,shouting-opinionated,music,"[""CONVICT"",""SHELTER"",""SOY"",""STALLION"",""MIGRATE"",""SURROUNDINGS"",""JUICER"",""DIFFER"",""ARTS"",""OPINIONATED"",""SHOUTING"",""TRIPLE"",""LILAC"",""VETERINARIAN"",""BUTTONS"",""FORGETFUL"",""RESTRICTED"",""RESPECT"",""GAUDY"",""HIDDEN""]",0.000084,81,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,59,1027844,0.0-3.0-0.24,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
38280,YOGURT,"[""GLUTEN"",""MOLDY""]",,32926,connector,60,1066128,0.0-3.0-1.24,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""GLUTEN"",""MOLDY""]",,gluten-flour,yogurt,"[""CUSTOMER"",""RUFFLE"",""UNDESIRABLE"",""MOLDY"",""RESTART"",""CHEERLEADER"",""DOLLARS"",""ACHING"",""FEROCIOUS"",""CURTAIN"",""PROGRAMMING"",""MOLECULE"",""EXCITE"",""CREST"",""MAJESTY"",""SURROUNDED"",""GLUTEN"",""NEEDLE"",""CROSSROAD"",""FLOUR""]",0.000092,4,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,61,1067138,0.0-3.0-0.25,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
9503,KNOWLEDGE,"[""SCHOLAR"",""COMPREHENSION""]",,32926,connector,62,1076647,0.0-3.0-1.25,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""SCHOLAR"",""COMPREHENSION""]",,comprehension-understood,knowledge,"[""PROSECUTE"",""OUNCE"",""CACHE"",""BOWELS"",""UNDERSTOOD"",""STAR"",""COMPREHENSION"",""DIVISION"",""PLACENTA"",""POUCH"",""SLING"",""GAIT"",""SCHOLAR"",""DENOUNCE"",""LETTER"",""SPONGE"",""CUDDLE"",""FLOWERY"",""DISREGARD"",""GRAPE""]",0.000143715,186,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,63,1077653,0.0-3.0-0.26,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
14173,WHACK,"[""PUNCH"",""STRIKE""]",,32926,connector,64,1091831,0.0-3.0-1.26,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""FAST"",""PUNCH"",""STRIKE""]",,punch-strike,whack,"[""UNKEMPT"",""CALORIES"",""CERTAINTY"",""FRIDGE"",""FAST"",""PUNCH"",""DAWN"",""PROVEN"",""GLOVE"",""FAD"",""DIFFERENCE"",""SHALLOW"",""UPGRADE"",""SATURATED"",""WORTHY"",""TENDER"",""LIFT"",""STRIKE"",""AIRLINE"",""FLAN""]",0.000170133,6,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,65,1092841,0.0-3.0-0.27,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
21872,SKY,"[""PLANES"",""EYES""]",,32926,connector,66,1114718,0.0-3.0-1.27,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""PLANES"",""EYES""]",,vent-oxygen,sky,"[""GINGERBREAD"",""MONEY"",""PLANES"",""POINTY"",""SCANDAL"",""OBLIGATORY"",""NEWBIE"",""BRAMBLE"",""SEASONING"",""CORNER"",""VENT"",""ENLARGE"",""AUDITORIUM"",""MALEVOLENT"",""ROOKIE"",""BOOGIE"",""EYES"",""OXYGEN"",""APPLY"",""CHOWDER""]",0.0000874,58,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,67,1115727,0.0-3.0-0.28,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
11006,CONSIDERATE,"[""NICE"",""COURTEOUS""]",,32926,connector,68,1126739,0.0-3.0-1.28,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""NICE"",""COURTEOUS""]",,courteous-nice,considerate,"[""FAX"",""MONOTONY"",""HORMONE"",""LEAGUE"",""FRUSTRATION"",""NICE"",""MORTGAGE"",""AGAINST"",""SOMETHING"",""BLINDS"",""INTOXICATE"",""SLUDGE"",""KIDNAPPER"",""SOOT"",""CONUNDRUM"",""BUNS"",""CONSUMER"",""COURTEOUS"",""GRATITUDE"",""BLUEPRINT""]",0.00019026,16,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,69,1127746,0.0-3.0-0.29,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
11518,CONSCIOUS,"[""AWARENESS"",""SENTIENT""]",,32926,connector,70,1139269,0.0-3.0-1.29,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""AWARENESS"",""SENTIENT""]",,sentient-awareness,conscious,"[""STAFF"",""UNREALISTIC"",""TIMING"",""VEGGIES"",""AWARENESS"",""SENTIENT"",""WAGON"",""VARIANT"",""EXCLUSION"",""EARL"",""SKIES"",""SPEED"",""ERODE"",""MANLY"",""INSINUATE"",""SLAY"",""ARROGANCE"",""VALIDATE"",""CONSCIENTIOUS"",""DENSE""]",0.000164322,67,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,71,1140277,0.0-3.0-0.30,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
13062,SNEEZE,"[""SMELL"",""TEMPERATURE""]",,32926,connector,72,1153343,0.0-3.0-1.30,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""SMELL"",""TEMPERATURE""]",,piety-bless,sneeze,"[""BOND"",""APEX"",""TIDE"",""SMELL"",""BANJO"",""CLAY"",""SPOT"",""OREGANO"",""PROPHET"",""FOOT"",""REBELLION"",""HAUNTED"",""MARK"",""SUGGEST"",""PIETY"",""BLESS"",""LIEUTENANT"",""TEMPERATURE"",""RELIABLE"",""FUZZY""]",0.0000881,81,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,73,1154353,0.0-3.0-0.31,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
10185,ORANGE,"[""NECTARINE"",""CARROTS""]",,32926,connector,74,1164545,0.0-3.0-1.31,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""NECTARINE"",""CARROTS""]",,carrots-nectarine,orange,"[""FREEZE"",""SONGS"",""BUSINESS"",""SALIENT"",""CARPENTRY"",""SPECTACLE"",""ZONE"",""INFLATION"",""NECTARINE"",""DWELLING"",""BLIMP"",""TREASON"",""CLAPPING"",""SOUR"",""CARROTS"",""SECRETARY"",""VOWEL"",""SECRETS"",""ANT"",""SCAM""]",0.000178543,521,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,75,1165555,0.0-3.0-0.32,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
26675,ADORED,"[""PRAM"",""CENTERED""]",,32926,connector,76,1192237,0.0-3.0-1.32,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""PRAM"",""CENTERED""]",,pram-diapers,adored,"[""TEXTURE"",""DISTURB"",""ASPECT"",""GULP"",""ROUGE"",""LENSES"",""ORDERED"",""SILL"",""PRAM"",""STEERING"",""CANARY"",""WIRELESS"",""CARRYING"",""WISHFUL"",""CENTERED"",""DIAPERS"",""ELEGANCE"",""LOUSE"",""ANYWAY"",""SLUSHY""]",0.0000917,1,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,77,1193246,0.0-3.0-0.33,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
21501,VANILLA,"[""HOMEY"",""CONSISTENT""]",,32926,connector,78,1214751,0.0-3.0-1.33,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""HOMEY"",""CONSISTENT""]",,citrus-tart,vanilla,"[""NAVEL"",""COMPETITION"",""HOMEY"",""TRACKS"",""CITRUS"",""WOODWORKER"",""ABSORBENT"",""TRAVERSE"",""ADORATION"",""CONSISTENT"",""TART"",""CONFIGURE"",""LYRICS"",""OVERWHELMING"",""DESK"",""CLASSIFY"",""NIGHTINGALE"",""EXCEPTIONAL"",""APPROXIMATE"",""CONTRACEPTION""]",0.0000922,3,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,79,1215757,0.0-3.0-0.34,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
24111,ELDERS,"[""ADULTS"",""GRANDPARENT""]",,32926,connector,80,1239874,0.0-3.0-1.34,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""ADULTS"",""GRANDPARENT"",""MATURITY""]",,grandparent-maturity,elders,"[""FELINE"",""AGITATED"",""MATURITY"",""STEM"",""ZOO"",""CHEWING"",""REGARD"",""CEREMONY"",""STY"",""ADULTS"",""GRANDPARENT"",""WORLD"",""ENVY"",""GENOCIDE"",""SPLENDID"",""MORBID"",""RUB"",""POSSESSIVE"",""SATISFACTION"",""DELIVER""]",0.000190655,1,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,81,1240883,0.0-3.0-0.35,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
7792,FERN,"[""PLANT"",""VINES""]",,32926,connector,82,1248682,0.0-3.0-1.35,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""PLANT"",""VINES""]",,vines-plant,fern,"[""BLANKETS"",""DEMI"",""CALCIUM"",""REVEAL"",""QUEEN"",""OMINOUS"",""VINES"",""FORGIVE"",""UNRIPE"",""PLANT"",""REHEARSAL"",""THUMP"",""MISCHIEVOUS"",""MITTENS"",""NADA"",""OUTSIDER"",""CANINE"",""UNTRAINED"",""TENTATIVE"",""SLOPE""]",0.000168231,1,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,83,1249688,0.0-3.0-0.36,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
13408,RESIDENCE,"[""DOMESTIC"",""APARTMENT""]",,32926,connector,84,1263102,0.0-3.0-1.36,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""DOMESTIC"",""APARTMENT""]",,apartment-domestic,residence,"[""CONSTELLATION"",""GHOST"",""BLADDER"",""STRUGGLE"",""METALLIC"",""HAPPENING"",""UPTIGHT"",""BITS"",""APARTMENT"",""TRUMPET"",""PUN"",""DOWNSTAIRS"",""DYNAMITE"",""RIVALRY"",""KHAKI"",""CROWBAR"",""ACTOR"",""DOMESTIC"",""FORMER"",""OBSESSION""]",0.000194068,17,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,85,1264111,0.0-3.0-0.37,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
38442,TIRED,"[""SPENT"",""HOLSTER""]",,32926,connector,86,1302557,0.0-3.0-1.37,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""SPENT"",""HOLSTER""]",,spent-checkbook,tired,"[""COMPLEX"",""TERRIFIED"",""HOLSTER"",""VOCABULARY"",""ASSORTMENT"",""CELESTIAL"",""SABER"",""STEADFAST"",""THEIR"",""SPENT"",""GAZELLE"",""VICTORY"",""BUSTLE"",""RUBY"",""RICHES"",""WICKER"",""THYROID"",""LANTERN"",""ASTRONAUT"",""CHECKBOOK""]",0.0000903,207,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,87,1303568,0.0-3.0-0.38,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
29202,TWITCH,"[""WORMS"",""PARASITE""]",,32926,connector,88,1332776,0.0-3.0-1.38,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""RATIONAL"",""INSECT"",""WORMS"",""PARASITE""]",,parasite-insect,twitch,"[""RATIONAL"",""DETECTIVE"",""PARASITE"",""COLLABORATE"",""PIERCING"",""IMPROVEMENT"",""HEIGHTS"",""ANTHEM"",""IRRELEVANT"",""INSECT"",""SCOOTER"",""TRAINEE"",""PLAN"",""WORMS"",""SHARE"",""MUNCH"",""ARE"",""STEALTHY"",""MONTHS"",""RANK""]",0.0000892,1,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,89,1333786,0.0-3.0-0.39,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
40418,IMMERSE,"[""BAPTIZE"",""WATER""]",,32926,connector,90,1374209,0.0-3.0-1.39,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""BAPTIZE"",""WATER""]",,water-baptize,immerse,"[""WADDLE"",""GRUB"",""FORECAST"",""LIVID"",""TEENAGERS"",""DEAL"",""ANTISEPTIC"",""BAPTIZE"",""TERMITES"",""AFFECT"",""WATER"",""PSYCHOSIS"",""FEET"",""THIRST"",""HELPFUL"",""LOCOMOTIVE"",""LOTTERY"",""SUNFLOWER"",""FINALE"",""GRUNT""]",0.00017001,11,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,91,1375220,0.0-3.0-0.40,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
43994,SHAFT,"[""PRISM"",""DOWNSTREAM""]",,32926,connector,92,1419219,0.0-3.0-1.40,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""PRISM"",""EXTINCTION"",""DOWNSTREAM""]",,prism-aura,shaft,"[""DARLING"",""SUCCEED"",""APACHE"",""GLISTEN"",""HOOT"",""EXPIRE"",""RODEO"",""SUSPENSE"",""EXTINCTION"",""PRISM"",""PREGNANCY"",""WASHCLOTH"",""UNTRUE"",""AURA"",""COMPROMISE"",""PHENOMENON"",""DOWNSTREAM"",""REGION"",""NOG"",""EXCEED""]",0.0000902,1,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,93,1420228,0.0-3.0-0.41,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
10843,HAHA,"[""SMILES"",""PERKY""]",,32926,connector,94,1431077,0.0-3.0-1.41,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""SMILES"",""PERKY""]",,perky-smiles,haha,"[""AUTHORITY"",""MONITOR"",""SMILES"",""TEN"",""NIGHT"",""PERKY"",""MEDIAN"",""DRAMATIC"",""CONSOLE"",""CURSE"",""DAZE"",""DID"",""PLEASURABLE"",""COMPLETION"",""CHALKBOARD"",""FITNESS"",""AROUND"",""GODDESS"",""VISA"",""SAGE""]",0.0000935,5,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,95,1432084,0.0-3.0-0.42,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
19820,EXPENSE,"[""AUCTION"",""BANK""]",,32926,connector,96,1451911,0.0-3.0-1.42,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""AUCTION"",""BANK""]",,auction-bank,expense,"[""TOGETHERNESS"",""BANK"",""FLUORESCENT"",""INTRODUCTION"",""FOLLOWING"",""TUB"",""RESIGNATION"",""SCULPTURE"",""WOODSMAN"",""USUAL"",""SHAVE"",""BUBBLING"",""TIPS"",""AUCTION"",""PARALLEL"",""PEPPERONI"",""INQUISITIVE"",""GALOSHES"",""LEPRECHAUN"",""SHUTTLE""]",0.000168202,5,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,97,1452921,0.0-3.0-0.43,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
27238,PLAY,"[""NEPHEW"",""RELATIONSHIP""]",,32926,connector,98,1480164,0.0-3.0-1.43,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""NEPHEW"",""RELATIONSHIP""]",,foul-repugnant,play,"[""REVOLVER"",""HIT"",""PISTON"",""BLOOD"",""OLDER"",""SISTER"",""RELATIONSHIP"",""ELEVATE"",""FOUL"",""BEARING"",""KEEN"",""SAMENESS"",""EVERGREEN"",""LEAFY"",""DORMANT"",""RIFT"",""ADDED"",""BAD"",""REPUGNANT"",""NEPHEW""]",0.0000847,105,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,99,1481175,0.0-3.0-0.44,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
31160,PAIN,"[""PIRANHA"",""TESTIFY""]",,32926,connector,100,1512342,0.0-3.0-1.44,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""PIRANHA"",""TESTIFY""]",,stickleback-piranha,pain,"[""BREAKFAST"",""ATOM"",""PICTURESQUE"",""POND"",""CROWN"",""TEACHER"",""PIRANHA"",""BREATHING"",""WHEELCHAIR"",""STICKLEBACK"",""TESTIFY"",""RESOLUTION"",""CLARITY"",""DRESSY"",""ANATOMY"",""PERSON"",""IMITATE"",""HOMAGE"",""PANCAKES"",""ENDEAVOR""]",0.0000842,63,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,101,1513349,0.0-3.0-0.45,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
17446,AESTHETICS,"[""GRAPHICS"",""EARS""]",,32926,connector,102,1530802,0.0-3.0-1.45,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""GRAPHICS"",""EARS""]",,byte-graphics,aesthetics,"[""UPSTANDING"",""GRAPHICS"",""COMMUTE"",""THIRD"",""SKEPTICAL"",""FIDDLER"",""CHRONIC"",""ENTRY"",""EARS"",""BULLET"",""BYTE"",""CHATTY"",""OFFLINE"",""CLAUSE"",""STABLE"",""DESTROYED"",""UNSTABLE"",""MAGGOT"",""SPICE"",""FAR""]",0.0000909,12,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,103,1531808,0.0-3.0-0.46,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
